customer_id,age,gender,country,annual_income,spending_score,num_purchases,avg_purchase_value,membership_years,website_visits_per_month,cart_abandon_rate,churned,feedback_text,last_purchase_date,total_spend,customer_value,engagement_score,recency_days,monthly_spend,customer_type
3577,32,1,9,98603,57,12,46.01,0,25,0.98,0,The website is easy to use.,2025-08-08,552.12,0.0,17.506,235,552.12,1
3578,66,1,4,117422,20,38,43.66,15,10,0.82,0,Love the products and fast shipping.,2025-05-18,1659.08,24886.199999999997,7.054,317,9.166187845303867,0
3579,45,0,5,58309,42,33,39.11,12,4,0.07,0,Love the products and fast shipping.,2025-07-25,1290.6299999999999,15487.559999999998,3.0789999999999997,249,8.900896551724138,1
3580,45,1,9,121939,5,14,35.96,4,5,0.46,0,Very satisfied with my purchase.,2025-09-09,503.44,2013.76,3.662,203,10.274285714285714,0
3581,19,0,9,132947,21,9,41.03,0,25,0.67,0,Very satisfied with my purchase.,2025-05-28,369.27,0.0,17.599,307,369.27,0
3582,39,1,9,99848,2,24,31.11,10,27,0.44,0,Excellent customer service.,2025-05-05,746.64,7466.4,19.067999999999998,330,6.170578512396694,0
3583,26,0,9,114212,56,13,51.83,1,21,0.95,0,"Great experience, will shop again!",2025-06-03,673.79,673.79,14.715,301,51.83,1
3584,50,0,5,27214,20,10,31.17,3,30,0.52,0,"Great experience, will shop again!",2025-08-27,311.70000000000005,935.1000000000001,21.144,216,8.424324324324326,0
3585,46,0,5,76363,97,28,55.19,7,1,0.22,0,Good quality and value for money.,2025-09-08,1545.32,10817.24,0.9339999999999999,204,18.180235294117647,2
3586,24,0,5,26579,9,8,30.41,2,28,0.61,0,Very satisfied with my purchase.,2025-06-24,243.28,486.56,19.717,280,9.7312,0
3587,37,0,5,20808,4,9,25.1,4,29,0.58,0,Excellent customer service.,2025-06-14,225.9,903.6,20.426,290,4.610204081632653,0
3588,47,1,4,63235,52,24,41.31,8,13,0.12,0,The website is easy to use.,2025-09-27,991.44,7931.52,9.363999999999999,185,10.221030927835052,1
3589,19,1,1,69508,12,7,36.13,0,27,0.99,0,Very satisfied with my purchase.,2025-10-20,252.91000000000003,0.0,18.903,162,252.91000000000003,0
3590,56,1,5,91174,59,9,52.05,0,18,0.19,0,"Great experience, will shop again!",2025-09-07,468.45,0.0,12.843,205,468.45,1
3591,19,0,8,126760,92,19,66.58,1,9,0.98,1,Difficult to navigate the website.,2025-02-09,1265.02,1265.02,6.306,415,97.30923076923077,2
3592,33,1,6,74730,30,27,48.65,10,14,0.12,0,Love the products and fast shipping.,2025-07-31,1313.55,13135.5,10.063999999999998,243,10.855785123966943,0
3593,46,1,9,108241,100,48,62.85,15,6,0.59,0,Excellent customer service.,2025-07-12,3016.8,45252.0,4.3229999999999995,262,16.667403314917127,2
3594,33,1,9,60123,52,33,38.11,12,19,0.71,0,Love the products and fast shipping.,2025-07-25,1257.6299999999999,15091.559999999998,13.386999999999999,249,8.673310344827586,1
3595,40,0,4,124880,48,20,64.31,5,17,0.33,0,"Great experience, will shop again!",2025-09-30,1286.2,6431.0,12.100999999999999,182,21.085245901639347,1
3596,32,1,4,72857,40,23,38.99,7,29,0.0,0,"Great experience, will shop again!",2025-08-29,896.7700000000001,6277.39,20.599999999999998,214,10.550235294117648,0
3597,33,0,0,89367,5,9,38.74,2,27,0.68,0,Love the products and fast shipping.,2025-06-18,348.66,697.32,18.996,286,13.9464,0
3598,35,0,4,79590,3,27,33.37,11,9,0.16,0,"Great experience, will shop again!",2025-09-06,900.9899999999999,9910.89,6.552,206,6.774360902255638,0
3599,47,1,5,41386,78,37,34.36,13,8,0.52,0,The website is easy to use.,2025-08-17,1271.32,16527.16,5.744,226,8.097579617834395,2
3600,59,1,7,70556,89,16,53.01,2,14,0.38,0,The website is easy to use.,2025-05-08,848.16,1696.32,9.985999999999999,327,33.9264,2
3601,61,0,2,90115,93,33,62.35,10,5,0.4,0,Love the products and fast shipping.,2025-05-17,2057.55,20575.5,3.68,318,17.004545454545458,2
3602,51,0,9,113025,73,25,60.76,5,14,0.53,0,The website is easy to use.,2025-08-16,1519.0,7595.0,9.940999999999999,227,24.901639344262296,2
3603,43,0,3,22789,20,27,31.39,11,18,0.31,0,Love the products and fast shipping.,2025-05-29,847.53,9322.83,12.807,306,6.372406015037594,0
3604,65,0,9,49904,80,18,44.32,4,12,0.43,0,Excellent customer service.,2025-10-23,797.76,3191.04,8.570999999999998,159,16.280816326530612,2
3605,61,0,8,51277,46,15,46.51,4,23,0.76,0,Very satisfied with my purchase.,2025-05-28,697.65,2790.6,16.171999999999997,307,14.237755102040817,1
3606,35,1,4,135682,30,28,47.44,9,15,0.54,0,Very satisfied with my purchase.,2025-08-30,1328.32,11954.88,10.638,213,12.186422018348622,0
3607,27,1,0,135668,45,15,58.4,1,15,0.51,0,Love the products and fast shipping.,2025-05-10,876.0,876.0,10.647,325,67.38461538461539,1
3608,25,0,2,56200,83,27,47.47,7,8,0.13,0,"Great experience, will shop again!",2025-08-15,1281.69,8971.83,5.861,228,15.078705882352942,2
3609,29,1,4,117897,40,9,47.96,0,13,0.46,0,The website is easy to use.,2025-10-24,431.64,0.0,9.262,158,431.64,0
3610,54,0,0,134091,24,32,58.68,10,11,0.9,0,Love the products and fast shipping.,2025-06-02,1877.76,18777.6,7.7299999999999995,302,15.518677685950413,0
3611,70,0,5,34351,94,34,45.76,12,23,0.86,0,Excellent customer service.,2025-05-15,1555.84,18670.079999999998,16.142,320,10.729931034482759,2
3612,33,1,1,70527,19,25,40.26,10,29,0.01,0,Love the products and fast shipping.,2025-09-12,1006.5,10065.0,20.596999999999998,200,8.318181818181818,0
3613,26,1,9,126224,45,14,57.66,2,14,0.9,0,The website is easy to use.,2025-05-11,807.24,1614.48,9.829999999999998,324,32.2896,1
3614,49,1,8,138753,4,7,57.23,0,25,0.76,1,The product did not match the description.,2024-11-15,400.60999999999996,0.0,17.572,501,400.60999999999996,0
3615,53,1,8,102145,5,29,46.26,11,7,0.29,0,"Great experience, will shop again!",2025-09-06,1341.54,14756.939999999999,5.1129999999999995,206,10.086766917293232,0
3616,33,1,4,67474,9,13,34.34,4,2,0.69,1,Difficult to navigate the website.,2024-03-21,446.4200000000001,1785.6800000000003,1.4929999999999999,740,9.110612244897961,0
3617,19,0,4,70105,92,16,61.18,1,16,0.78,1,Customer service was unhelpful.,2024-04-15,978.88,978.88,11.266,715,75.29846153846154,2
3618,62,0,8,98870,82,21,51.4,4,24,0.58,0,Very satisfied with my purchase.,2025-10-25,1079.3999999999999,4317.599999999999,16.926,157,22.028571428571425,2
3619,29,1,9,72657,46,22,37.58,6,15,0.29,0,"Great experience, will shop again!",2025-07-02,826.76,4960.5599999999995,10.713,272,11.325479452054795,1
3620,45,1,9,100208,79,16,62.18,2,27,0.48,0,Good quality and value for money.,2025-05-18,994.88,1989.76,19.055999999999997,317,39.7952,2
3621,38,0,6,67687,64,22,43.57,5,17,0.88,0,Very satisfied with my purchase.,2025-05-18,958.54,4792.7,11.935999999999998,317,15.713770491803277,1
3622,45,0,9,70453,34,31,31.33,11,29,0.11,0,Excellent customer service.,2025-05-07,971.2299999999999,10683.529999999999,20.566999999999997,328,7.302481203007518,0
3623,53,1,0,151146,62,42,56.95,13,29,0.82,0,Good quality and value for money.,2025-05-22,2391.9,31094.7,20.353999999999996,313,15.235031847133758,1
3624,58,1,6,148815,95,42,61.82,12,28,0.02,0,Good quality and value for money.,2025-07-26,2596.44,31157.28,19.894,248,17.90648275862069,2
3625,49,0,6,77104,70,36,45.12,12,18,0.95,0,Very satisfied with my purchase.,2025-08-12,1624.32,19491.84,12.615,231,11.202206896551724,1
3626,68,1,5,27849,41,37,31.82,15,20,0.12,0,"Great experience, will shop again!",2025-08-22,1177.34,17660.1,14.264,221,6.5046408839779,1
3627,50,0,9,147252,54,26,54.59,6,19,0.52,0,Love the products and fast shipping.,2025-05-15,1419.3400000000001,8516.04,13.443999999999999,320,19.44301369863014,1
3628,21,0,5,30038,24,9,30.77,3,6,0.15,0,Very satisfied with my purchase.,2025-10-10,276.93,830.79,4.454999999999999,172,7.484594594594594,0
3629,40,0,4,120141,82,43,68.95,14,1,0.13,0,Excellent customer service.,2025-10-01,2964.85,41507.9,0.961,181,17.543491124260356,2
3630,44,1,4,42153,45,27,33.05,11,1,0.75,0,Very satisfied with my purchase.,2025-07-07,892.3499999999999,9815.849999999999,0.7749999999999999,267,6.709398496240601,1
3631,51,0,1,78639,11,30,38.21,13,14,0.99,0,Excellent customer service.,2025-05-03,1146.3,14901.9,9.802999999999999,332,7.3012738853503185,0
3632,61,0,4,162993,90,32,65.75,6,11,0.67,0,Love the products and fast shipping.,2025-09-28,2104.0,12624.0,7.7989999999999995,184,28.82191780821918,2
3633,23,1,9,64083,76,18,45.84,3,27,0.24,0,"Great experience, will shop again!",2025-07-23,825.1200000000001,2475.3600000000006,19.128,251,22.300540540540545,2
3634,40,1,9,127285,63,28,49.84,8,19,0.75,1,Customer service was unhelpful.,2024-01-05,1395.52,11164.16,13.374999999999998,816,14.38680412371134,1
3635,43,0,3,25272,13,25,24.22,10,5,0.32,0,The website is easy to use.,2025-08-11,605.5,6055.0,3.704,232,5.0041322314049586,0
3636,46,1,0,121282,83,42,66.25,13,28,0.5,0,The website is easy to use.,2025-06-21,2782.5,36172.5,19.749999999999996,283,17.722929936305732,2
3637,53,0,2,168302,71,27,70.2,6,6,0.72,0,Good quality and value for money.,2025-08-15,1895.4,11372.400000000001,4.283999999999999,228,25.964383561643835,2
3638,50,0,8,93964,58,24,50.78,6,1,0.56,0,"Great experience, will shop again!",2025-06-08,1218.72,7312.32,0.832,296,16.694794520547944,1
3639,19,0,9,56935,88,14,41.19,1,15,0.76,0,Excellent customer service.,2025-07-23,576.66,576.66,10.572,251,44.35846153846153,2
3640,57,1,1,88898,86,31,52.76,9,4,0.12,0,Good quality and value for money.,2025-09-29,1635.56,14720.039999999999,3.064,183,15.0051376146789,2
3641,22,1,0,94980,65,20,59.01,4,12,0.51,0,Good quality and value for money.,2025-07-30,1180.2,4720.8,8.546999999999999,244,24.085714285714285,1
3642,21,1,8,131889,46,18,56.29,2,11,0.21,0,Excellent customer service.,2025-06-09,1013.22,2026.44,7.936999999999999,295,40.528800000000004,1
3643,58,0,8,115354,63,25,48.89,7,13,0.17,0,Love the products and fast shipping.,2025-06-12,1222.25,8555.75,9.349,292,14.379411764705882,1
3644,61,1,9,57781,75,18,54.95,4,26,0.92,0,Good quality and value for money.,2025-08-01,989.1,3956.4,18.224,242,20.185714285714287,2
3645,40,1,5,61181,56,27,48.03,9,22,0.55,0,The website is easy to use.,2025-09-18,1296.81,11671.289999999999,15.534999999999998,194,11.897339449541285,1
3646,30,0,9,72043,98,18,49.68,2,13,0.79,0,"Great experience, will shop again!",2025-07-29,894.24,1788.48,9.163,245,35.7696,2
3647,26,0,9,147289,29,18,54.9,3,5,0.62,0,Love the products and fast shipping.,2025-06-02,988.1999999999999,2964.6,3.614,302,26.708108108108107,0
3648,43,1,1,60831,87,13,57.04,0,21,0.59,0,Love the products and fast shipping.,2025-08-28,741.52,0.0,14.822999999999999,215,741.52,2
3649,48,1,1,79272,4,10,35.96,2,6,0.77,1,I will not be shopping here again.,2023-11-23,359.6,719.2,4.268999999999999,859,14.384,0
3650,49,1,5,36980,23,14,31.84,4,1,0.76,1,Customer service was unhelpful.,2024-08-12,445.76,1783.04,0.7719999999999999,596,9.097142857142856,0
3651,54,1,3,81452,17,24,30.85,8,14,0.08,0,"Great experience, will shop again!",2025-05-28,740.4000000000001,5923.200000000001,10.075999999999999,307,7.632989690721651,0
3652,68,1,5,75142,40,25,47.25,8,10,0.58,0,Very satisfied with my purchase.,2025-10-07,1181.25,9450.0,7.126,175,12.177835051546392,0
3653,50,0,9,84062,70,39,42.47,14,21,0.03,0,"Great experience, will shop again!",2025-08-08,1656.33,23188.62,14.991,235,9.80076923076923,1
3654,63,0,9,128770,67,28,50.15,7,8,0.6,0,Good quality and value for money.,2025-06-10,1404.2,9829.4,5.72,294,16.52,1
3655,51,1,1,53842,3,33,33.62,15,10,0.24,0,Love the products and fast shipping.,2025-08-05,1109.4599999999998,16641.899999999998,7.228,238,6.129613259668507,0
3656,30,0,4,107470,67,14,64.6,1,10,0.92,1,"Poor quality, item broke after a week.",2024-05-15,904.3999999999999,904.3999999999999,7.024,685,69.56923076923076,1
3657,42,1,4,139176,23,10,61.14,0,4,0.21,0,Love the products and fast shipping.,2025-07-06,611.4,0.0,3.037,268,611.4,0
3658,21,0,6,95743,45,8,56.28,0,29,0.98,0,The website is easy to use.,2025-06-11,450.24,0.0,20.305999999999997,293,450.24,1
3659,40,0,6,147282,32,28,46.54,9,6,0.74,1,The product did not match the description.,2024-05-01,1303.12,11728.079999999998,4.278,699,11.955229357798164,0
3660,20,0,9,87267,61,16,50.84,2,11,0.67,0,Good quality and value for money.,2025-05-14,813.44,1626.88,7.7989999999999995,321,32.537600000000005,1
3661,39,1,9,87334,89,43,56.2,14,13,0.07,0,Very satisfied with my purchase.,2025-10-17,2416.6,33832.4,9.379,165,14.299408284023668,2
3662,68,0,3,37569,42,21,28.34,8,16,0.51,0,The website is easy to use.,2025-09-06,595.14,4761.12,11.347,206,6.135463917525773,1
3663,57,1,9,140971,4,32,57.81,13,4,0.57,1,I will not be shopping here again.,2024-05-16,1849.92,24048.96,2.929,684,11.782929936305733,0
3664,53,1,9,121466,48,22,46.67,5,1,0.95,0,The website is easy to use.,2025-06-02,1026.74,5133.7,0.715,302,16.831803278688525,1
3665,56,0,3,47184,80,27,36.25,8,21,0.67,0,Very satisfied with my purchase.,2025-05-29,978.75,7830.0,14.799,306,10.09020618556701,2
3666,67,0,7,68685,46,28,46.98,10,27,0.14,0,Good quality and value for money.,2025-06-30,1315.4399999999998,13154.399999999998,19.157999999999998,274,10.871404958677685,1
3667,34,0,8,140716,1,21,49.66,7,29,0.54,0,Love the products and fast shipping.,2025-05-29,1042.86,7300.0199999999995,20.438,306,12.268941176470587,0
3668,23,1,3,71476,24,9,32.83,2,26,0.41,0,"Great experience, will shop again!",2025-06-26,295.46999999999997,590.9399999999999,18.377,278,11.8188,0
3669,47,0,2,112194,75,45,48.87,15,9,0.96,0,The website is easy to use.,2025-08-12,2199.15,32987.25,6.311999999999999,231,12.15,2
3670,27,1,8,86833,88,16,46.72,2,21,0.61,0,Very satisfied with my purchase.,2025-10-04,747.52,1495.04,14.817,178,29.9008,2
3671,65,0,9,48976,100,27,55.0,8,11,0.7,0,Good quality and value for money.,2025-10-08,1485.0,11880.0,7.789999999999999,174,15.309278350515465,2
3672,36,0,8,59198,47,27,39.02,9,11,0.44,0,Very satisfied with my purchase.,2025-09-28,1053.5400000000002,9481.860000000002,7.867999999999999,184,9.665504587155965,1
3673,32,1,5,36541,57,28,34.89,9,4,0.59,0,Good quality and value for money.,2025-10-04,976.9200000000001,8792.28,2.923,178,8.96256880733945,1
3674,66,0,5,62374,49,35,45.38,13,3,0.12,0,Excellent customer service.,2025-08-06,1588.3000000000002,20647.9,2.364,237,10.11656050955414,1
3675,20,1,7,79847,21,9,35.11,2,27,0.16,0,Love the products and fast shipping.,2025-09-09,315.99,631.98,19.151999999999997,203,12.6396,0
3676,25,0,9,137310,31,19,52.98,4,25,0.53,0,"Great experience, will shop again!",2025-09-10,1006.6199999999999,4026.4799999999996,17.641,202,20.543265306122446,0
3677,60,1,2,119090,29,19,46.77,5,20,0.15,0,Excellent customer service.,2025-07-02,888.6300000000001,4443.150000000001,14.255,272,14.567704918032788,0
3678,31,0,9,51157,63,19,50.01,5,25,0.98,0,"Great experience, will shop again!",2025-09-30,950.1899999999999,4750.95,17.506,182,15.576885245901638,1
3679,59,0,5,41030,82,36,44.27,12,28,0.32,0,Good quality and value for money.,2025-08-20,1593.72,19124.64,19.804,223,10.991172413793104,2
3680,20,0,9,88508,31,14,44.95,2,25,0.71,0,Very satisfied with my purchase.,2025-06-15,629.3000000000001,1258.6000000000001,17.587,289,25.172000000000004,0
3681,47,0,8,139897,81,28,62.1,6,19,0.04,0,Excellent customer service.,2025-09-13,1738.8,10432.8,13.588,199,23.81917808219178,2
3682,58,1,4,129661,91,35,59.25,9,19,0.96,0,Excellent customer service.,2025-08-08,2073.75,18663.75,13.312,235,19.025229357798164,2
3683,68,1,5,27626,72,33,45.55,12,27,0.09,0,Very satisfied with my purchase.,2025-08-29,1503.1499999999999,18037.8,19.173,214,10.36655172413793,2
3684,55,1,5,42892,41,7,35.05,1,7,0.06,0,Love the products and fast shipping.,2025-09-14,245.34999999999997,245.34999999999997,5.1819999999999995,198,18.87307692307692,1
3685,28,0,5,55353,47,25,38.12,8,9,0.16,0,Very satisfied with my purchase.,2025-08-16,952.9999999999999,7623.999999999999,6.552,227,9.824742268041236,1
3686,30,0,2,68476,59,33,43.15,11,1,0.94,0,Excellent customer service.,2025-08-04,1423.95,15663.45,0.718,239,10.70639097744361,1
3687,32,0,7,30292,43,34,26.81,14,3,0.04,0,The website is easy to use.,2025-10-20,911.54,12761.56,2.3879999999999995,162,5.393727810650887,1
3688,50,0,9,64885,23,9,36.35,2,23,0.67,0,Very satisfied with my purchase.,2025-05-21,327.15000000000003,654.3000000000001,16.198999999999998,314,13.086000000000002,0
3689,37,1,9,120720,47,23,60.77,5,17,0.98,0,Love the products and fast shipping.,2025-10-10,1397.71,6988.55,11.905999999999999,172,22.913278688524592,1
3690,62,0,7,78418,26,31,32.96,13,8,0.6,0,The website is easy to use.,2025-07-14,1021.76,13282.88,5.72,260,6.508025477707006,0
3691,64,1,2,164216,13,23,60.92,6,18,0.99,0,Love the products and fast shipping.,2025-08-22,1401.16,8406.960000000001,12.603,221,19.193972602739727,0
3692,32,0,9,90500,64,21,50.47,4,10,0.26,0,Very satisfied with my purchase.,2025-09-03,1059.87,4239.48,7.222,209,21.63,1
3693,62,0,3,53438,88,23,40.41,6,13,0.68,0,Good quality and value for money.,2025-08-21,929.43,5576.58,9.196,222,12.731917808219178,2
3694,61,1,9,145791,20,19,45.66,5,6,0.18,0,Very satisfied with my purchase.,2025-09-27,867.54,4337.7,4.446,185,14.221967213114754,0
3695,49,1,4,56492,88,41,47.51,15,11,0.41,0,Excellent customer service.,2025-06-19,1947.9099999999999,29218.649999999998,7.876999999999999,285,10.761933701657458,2
3696,55,1,5,28442,31,19,27.73,7,5,0.54,0,Love the products and fast shipping.,2025-09-21,526.87,3688.09,3.638,191,6.198470588235294,0
3697,22,0,0,114517,92,16,60.09,1,8,0.76,0,Good quality and value for money.,2025-05-11,961.44,961.44,5.672,324,73.95692307692308,2
3698,22,1,9,124441,68,21,52.89,4,7,0.73,0,Excellent customer service.,2025-05-27,1110.69,4442.76,4.981,308,22.66714285714286,1
3699,46,0,4,158835,75,36,71.19,10,12,0.02,0,Very satisfied with my purchase.,2025-09-16,2562.84,25628.4,8.693999999999999,196,21.180495867768595,2
3700,28,0,1,28462,20,15,32.75,5,22,0.74,0,Very satisfied with my purchase.,2025-08-10,491.25,2456.25,15.477999999999998,233,8.05327868852459,0
3701,51,1,9,156070,75,16,61.93,1,26,0.59,0,Good quality and value for money.,2025-06-05,990.88,990.88,18.323,299,76.22153846153846,2
3702,40,1,4,51469,23,31,25.33,12,15,0.1,0,The website is easy to use.,2025-05-22,785.2299999999999,9422.759999999998,10.77,313,5.415379310344827,0
3703,42,1,1,72694,54,30,53.82,11,9,0.55,0,The website is easy to use.,2025-07-02,1614.6,17760.6,6.435,272,12.13984962406015,1
3704,50,1,9,115153,56,27,58.91,7,15,0.08,0,"Great experience, will shop again!",2025-08-28,1590.57,11133.99,10.776,215,18.712588235294117,1
3705,25,1,7,21771,82,13,39.7,1,29,0.03,0,"Great experience, will shop again!",2025-08-27,516.1,516.1,20.590999999999998,216,39.7,2
3706,59,1,4,55933,42,23,49.47,7,8,0.79,1,Customer service was unhelpful.,2024-08-05,1137.81,7964.67,5.662999999999999,603,13.386,1
3707,27,0,8,81572,36,10,51.89,1,9,0.94,0,"Great experience, will shop again!",2025-10-04,518.9,518.9,6.318,178,39.91538461538461,0
3708,44,1,9,133523,67,41,66.33,13,4,0.88,0,"Great experience, will shop again!",2025-06-03,2719.5299999999997,35353.89,2.836,301,17.32184713375796,1
3709,53,0,1,26590,9,13,29.44,5,17,0.33,0,Very satisfied with my purchase.,2025-09-08,382.72,1913.6000000000001,12.100999999999999,204,6.274098360655739,0
3710,30,1,9,117351,65,11,54.55,0,17,0.19,0,Very satisfied with my purchase.,2025-10-21,600.05,0.0,12.142999999999999,161,600.05,1
3711,48,0,9,127351,80,45,61.46,15,6,0.13,0,Excellent customer service.,2025-06-13,2765.7,41485.5,4.460999999999999,291,15.280110497237567,2
3712,66,1,1,28342,58,22,33.17,7,16,0.5,0,"Great experience, will shop again!",2025-07-06,729.74,5108.18,11.35,268,8.585176470588236,1
3713,56,1,5,70918,40,13,45.82,3,4,0.15,0,Excellent customer service.,2025-10-19,595.66,1786.98,3.0549999999999997,163,16.09891891891892,0
3714,30,1,9,80408,19,17,38.96,5,17,0.62,1,Shipping was too slow.,2024-07-02,662.32,3311.6000000000004,12.014,637,10.857704918032788,0
3715,52,0,9,119836,92,47,59.28,15,2,0.91,0,Very satisfied with my purchase.,2025-08-25,2786.16,41792.399999999994,1.4269999999999998,218,15.393149171270718,2
3716,44,1,9,128483,18,20,55.01,5,7,0.99,1,"Poor quality, item broke after a week.",2023-11-19,1100.2,5501.0,4.903,863,18.036065573770493,0
3717,45,0,4,130593,40,27,60.13,8,23,0.85,0,Very satisfied with my purchase.,2025-10-25,1623.51,12988.08,16.145,157,16.73721649484536,0
3718,52,0,5,51808,4,23,38.03,10,18,0.79,0,"Great experience, will shop again!",2025-08-02,874.69,8746.900000000001,12.663,241,7.228842975206612,0
3719,49,1,4,172381,98,35,80.51,8,11,0.14,0,Excellent customer service.,2025-07-31,2817.8500000000004,22542.800000000003,7.957999999999999,243,29.050000000000004,2
3720,23,0,9,123932,35,13,47.71,1,1,0.08,0,Love the products and fast shipping.,2025-10-22,620.23,620.23,0.976,160,47.71,0
3721,46,0,5,74533,31,11,40.85,2,4,0.8,0,Love the products and fast shipping.,2025-06-30,449.35,898.7,2.86,274,17.974,0
3722,24,0,5,35218,37,7,31.94,0,19,0.66,0,Good quality and value for money.,2025-09-02,223.58,0.0,13.402,210,223.58,0
3723,70,1,6,127232,63,40,67.03,13,9,0.49,0,Good quality and value for money.,2025-09-30,2681.2,34855.6,6.452999999999999,182,17.077707006369426,1
3724,69,1,1,63571,100,18,53.92,3,17,0.84,0,Excellent customer service.,2025-08-26,970.5600000000001,2911.6800000000003,11.947999999999999,217,26.231351351351353,2
3725,68,0,7,72865,59,33,42.75,12,1,0.12,0,Love the products and fast shipping.,2025-09-10,1410.75,16929.0,0.964,202,9.729310344827587,1
3726,25,1,2,41039,61,21,33.82,7,18,0.44,0,Love the products and fast shipping.,2025-05-07,710.22,4971.54,12.767999999999999,328,8.355529411764707,1
3727,24,0,6,135912,75,25,69.41,5,20,0.58,0,"Great experience, will shop again!",2025-07-26,1735.25,8676.25,14.126,248,28.44672131147541,2
3728,26,0,1,50908,92,23,41.58,5,18,0.93,0,"Great experience, will shop again!",2025-10-20,956.3399999999999,4781.7,12.621,162,15.677704918032786,2
3729,65,1,2,154333,8,24,51.55,7,22,0.27,0,Excellent customer service.,2025-06-15,1237.1999999999998,8660.399999999998,15.618999999999998,289,14.555294117647056,0
3730,70,0,9,115875,44,9,47.43,0,14,0.52,0,Good quality and value for money.,2025-06-10,426.87,0.0,9.943999999999999,294,426.87,1
3731,19,0,2,65701,99,14,44.73,0,4,0.73,0,Excellent customer service.,2025-06-07,626.2199999999999,0.0,2.881,297,626.2199999999999,2
3732,34,0,2,91960,30,19,47.79,6,8,0.52,0,"Great experience, will shop again!",2025-06-08,908.01,5448.0599999999995,5.744,296,12.43849315068493,0
3733,69,0,8,99916,37,32,56.83,12,2,0.18,0,The website is easy to use.,2025-06-12,1818.56,21822.72,1.646,292,12.541793103448276,0
3734,27,1,5,57070,51,12,37.38,1,29,0.6,0,Good quality and value for money.,2025-07-06,448.56000000000006,448.56000000000006,20.419999999999998,268,34.50461538461539,1
3735,24,1,2,144724,30,24,62.93,6,12,0.97,0,The website is easy to use.,2025-09-05,1510.32,9061.92,8.408999999999999,207,20.68931506849315,0
3736,19,1,4,69512,32,5,48.42,0,21,0.34,0,The website is easy to use.,2025-05-02,242.10000000000002,0.0,14.898,333,242.10000000000002,0
3737,65,0,5,69741,57,12,50.27,2,14,0.45,0,Very satisfied with my purchase.,2025-10-14,603.24,1206.48,9.964999999999998,168,24.1296,1
3738,68,0,3,89095,8,23,44.0,9,16,0.6,0,Good quality and value for money.,2025-06-23,1012.0,9108.0,11.319999999999999,281,9.284403669724771,0
3739,70,0,9,147922,6,16,55.03,4,29,0.95,0,Excellent customer service.,2025-08-07,880.48,3521.92,20.314999999999998,236,17.968979591836735,0
3740,21,1,1,73013,28,10,41.73,1,9,0.95,0,Very satisfied with my purchase.,2025-08-30,417.29999999999995,417.29999999999995,6.3149999999999995,213,32.099999999999994,0
3741,34,0,4,135136,15,17,59.34,4,10,0.66,0,Good quality and value for money.,2025-05-16,1008.7800000000001,4035.1200000000003,7.102,319,20.58734693877551,0
3742,26,1,9,135268,96,20,70.47,1,14,0.76,0,Very satisfied with my purchase.,2025-09-14,1409.4,1409.4,9.871999999999998,198,108.41538461538462,2
3743,20,0,5,62692,28,10,35.64,2,5,0.48,0,Good quality and value for money.,2025-09-13,356.4,712.8,3.656,199,14.255999999999998,0
3744,30,0,3,35875,40,23,28.37,8,27,0.13,0,The website is easy to use.,2025-08-06,652.51,5220.08,19.160999999999998,237,6.726907216494845,0
3745,69,1,3,27706,54,10,42.07,2,30,0.42,0,Very satisfied with my purchase.,2025-09-05,420.7,841.4,21.174,207,16.828,1
3746,34,1,9,120216,37,19,58.73,5,23,0.62,0,"Great experience, will shop again!",2025-06-26,1115.87,5579.349999999999,16.214,278,18.29295081967213,0
3747,47,1,9,120553,61,43,63.92,15,8,0.35,0,"Great experience, will shop again!",2025-09-19,2748.56,41228.4,5.795,193,15.185414364640884,1
3748,38,1,4,71362,100,33,59.09,10,24,0.43,0,Good quality and value for money.,2025-06-03,1949.97,19499.7,16.970999999999997,301,16.115454545454547,2
3749,25,1,9,51402,99,15,48.92,2,7,0.96,0,"Great experience, will shop again!",2025-05-23,733.8000000000001,1467.6000000000001,4.911999999999999,312,29.352000000000004,2
3750,70,1,3,57198,87,14,57.15,2,2,0.82,0,Good quality and value for money.,2025-05-12,800.1,1600.2,1.454,323,32.004,2
3751,51,0,1,30690,25,18,34.89,6,18,0.3,0,Very satisfied with my purchase.,2025-05-10,628.02,3768.12,12.81,325,8.603013698630138,0
3752,30,0,8,121640,26,26,53.2,9,15,0.79,0,Good quality and value for money.,2025-07-24,1383.2,12448.800000000001,10.563,250,12.689908256880734,0
3753,49,1,0,90921,96,36,63.65,10,14,0.91,0,Love the products and fast shipping.,2025-07-09,2291.4,22914.0,9.826999999999998,265,18.93719008264463,2
3754,38,1,9,135523,6,6,58.03,0,6,0.85,0,"Great experience, will shop again!",2025-10-26,348.18,0.0,4.244999999999999,156,348.18,0
3755,41,1,3,31011,11,20,19.11,9,30,0.4,0,Good quality and value for money.,2025-07-24,382.2,3439.7999999999997,21.18,250,3.5064220183486237,0
3756,33,0,1,42051,81,40,54.44,14,29,0.9,0,"Great experience, will shop again!",2025-05-25,2177.6,30486.399999999998,20.33,310,12.885207100591716,2
3757,56,1,6,85443,18,26,47.57,9,16,0.45,0,The website is easy to use.,2025-05-21,1236.82,11131.38,11.364999999999998,314,11.34697247706422,0
